col1,col2,col3,label
,,40.0,0
,,121.0,0
1.0,,0.0,0
,,0.0,0
,0.03400000184774399,8.0,0
,0.03400000184774399,8.0,0
,0.34200000762939453,11.0,0
,0.10700000077486038,511.0,0
,,52.0,0
,,0.0,1
,0.07999999821186066,473.0,0
,0.0729999989271164,118.0,0
,,169128.0,0
,0.07500000298023224,700.0,0
,,501.0,0
1.0,,155.0,0
1.0,0.09300000220537186,161.0,0
1.0,0.04800000041723251,68.0,0
0.0,0.04800000041723251,28.0,0
,0.09099999815225601,86.0,1
,,146.0,0
,,13.0,0
,0.0,0.0,0
,0.09000000357627869,73.0,0
,0.03099999949336052,37.0,0
,0.0820000022649765,192.0,0
1.0,0.0,0.0,0
,,135.0,0
0.0,,89.0,0
,0.029999999329447746,33.0,1
,,35.0,0
,0.017000000923871994,0.0,0
,0.029999999329447746,817.0,0
,0.03099999949336052,1962.0,0
0.0,0.035999998450279236,10.0,0
